,Author,Book,Filename,Year
6887,H. Rider Haggard,The Lady Of Blossholme,b'3813-8.txt',1909
8342,'Abdu'l-Bahá,Some Answered Questions,b'19289-8.txt',1916
1456,Various,"My Pet Recipes, Tried and True",b'21826-8.txt',1842
6281,George Meredith,"The Ordeal of Richard Feverel, Complete",b'4412.txt',1905
1367,"Arthur Mee and J.A. Hammerton, Eds.","The World's Greatest Books, Vol III",b'10748-8.txt',1840
3835,Various,The Book of Three Hundred Anecdotes,b'15413-8.txt',1886
7672,Various,Fifty-Two Stories For Girls,b'25948-8.txt',1912
3615,John Wood,Hardy Perennials and Old Fashioned Flowers,b'18913-8.txt',1884
382,Richard Hakluyt,"The Principal Navigations, Voyages, Traffiques, and Discoveries of The English Nation, Vol. XII., America, Part I.",b'13605-8.txt',1701
9710,Ernest Bramah,Kai Lung's Golden Hours,b'1267.txt',1922
7759,G. K. Chesterton,The Victorian Age in Literature,b'18639-0.txt',1913
9727,Gene Stratton-Porter,The Fire Bird,b'35188-8.txt',1922
7629,O. Douglas,Olivia in India,b'10899-8.txt',1912
995,,,b'keats-sleep-502.txt',1816
2248,Nehemiah Adams,The Sable Cloud,b'14615-8.txt',1861
2043,Anonymous,The World Turned Upside Down,b'10965.txt',1858
2539,L Muehlbach,The Merchant of Berlin,b'12016.txt',1866
5209,Jerome K. Jerome,The Second Thoughts of An Idle Fellow,b'1915.txt',1898
1394,Charles Hutton Gregory,Practical Rules for the Management of a Locomotive Engine,b'19133.txt',1841
9866,Johan Huizinga,Erasmus and the Age of Reformation,b'22900-8.txt',1924
4138,Charles King,From the Ranks,b'16558-8.txt',1890
1970,Charles Lever,"Charles O'Malley, The Irish Dragoon, Volume 2 (of 2)",b'8674-8.txt',1856
8121,Archibald H. Grimke,The Ultimate Criminal,b'31299.txt',1915
3792,Mary E. Wilkins Freeman,The Adventures of Ann,b'17560.txt',1886
3939,R. D. Blackmore,Springhaven,b'7435.txt',1887
1386,"Thomas Bull, M.D.","The Maternal Management of Children, in Health and Disease.",b'10383.txt',1840
6366,Walter Jerrold,Charles Lamb,b'17977-8.txt',1905
8826,Alice Meynell,Hearts of Controversy,b'1243.txt',1918
2567,F. B. Meyer,John the Baptist,b'25904-8.txt',1867
5797,Honore de Balzac and Alexander Amphiteatrof,Folk-Tales of Napoleon,b'11278.txt',1902
1996,Theodore Parker,Two Christmas Celebrations,b'17006.txt',1856
9722,Francesco Saverio Nitti,Peaceless Europe,b'10090-8.txt',1922
783,Frederich Schiller,Don Carlos,b'6789.txt',1798
1926,Charles Warren Stoddard,In the Footprints of the Padres,b'13321-8.txt',1855
6643,William Dean Howells,Between The Dark And The Daylight,b'12100-8.txt',1907
4225,Various,"Punch, Or The London Charivari, Vol. 99, September 13, 1890",b'12394-8.txt',1890
1390,Alfred de Musset,"Child of a Century, Complete",b'3942.txt',1841
8668,Howard R. Garis,Uncle Wiggily in the Woods,b'17807.txt',1917
4716,Mrs. Humphry Ward,Marcella,b'13728-8.txt',1894
7877,Victor Appleton,Tom Swift and his Giant Cannon,b'1361.txt',1913
4784,H. G. (Herbert George) Wells,The Time Machine,b'35.txt',1895
7311,Burton Egbert Stevenson,The Mystery Of The Boule Cabinet,b'10067-8.txt',1911
3800,R.M. Ballantyne,The Prairie Chief,b'21694.txt',1886
6994,W.W. Jacobs,Homeward Bound,b'10782.txt',1909
4772,Frank Richard Stockton,The Adventures of Captain Horn,b'12190-8.txt',1895
8755,Various,"Punch, or the London Charivari, Vol. 153, Dec. 19, 1917",b'11466-8.txt',1917
1009,Sir Walter Scott,"Old Mortality, Illustrated, Volume 2.",b'6940.txt',1818
3320,Samuel Warren,"The Experiences of a Barrister, and Confessions of an Attorney",b'12371-8.txt',1880
2173,Chauncey Jerome,"History of the American Clock Business for the Past Sixty Years,",b'12694.txt',1860
7157,Frank Richard Stockton,Round-about Rambles in Lands of Fact and Fancy,b'17582-8.txt',1910
2803,James Payn,Bred in the Bone,b'12024-8.txt',1872
1484,William Dean Howells,"Henry James, Jr.",b'723.txt',1843
5194,Henry James,In the Cage,b'1144.txt',1898
5193,Henry Francis Keenan,The Iron Game,b'10062-8.txt',1898
6871,Gene Stratton Porter,A Girl Of The Limberlost,b'125.txt',1909
8643,George Drayton Strayer and Naomi Norsworthy,How to Teach,b'12769-8.txt',1917
5320,George Edward Woodberry,Heart of Man,b'12329-8.txt',1899
8984,William Wallace Blancke,The Dramatic Values in Plautus,b'9970.txt',1918
4796,Ian Maclaren,"A Doctor of the Old School, Part 4",b'9318.txt',1895
6982,Various,"The Best of the World's Classics,  Restricted to prose. Volume I (of X) - Greece",b'20907-8.txt',1909
1783,Various,"Godey's Lady's Book, Vol. 42, January, 1851",b'15080-8.txt',1851
7671,Various,Obed Hussey,b'19547-8.txt',1912
9747,Herbert Quick,Vandemark's Folly,b'12179-8.txt',1922
775,David Collins,"An Account of the English Colony in New South Wales, Vol. 1",b'12565-8.txt',1798
8356,Arthur Gleason and Helen Hayes Gleason,Golden Lads,b'19131-8.txt',1916
340,A. Marsh,The Ten Pleasures of Marriage and The Confession of the New-married Couple (1682),b'13872-8.txt',1682
4229,Various,"Punch, Or The London Charivari, Vol. 99., October 25, 1890",b'12468-8.txt',1890
2517,Baha'u'llah,The Kitab-i-Iqan,b'16983.txt',1866
2073,Anonymous,Genesis A,b'15612-8.txt',1858
7096,"Alexandre Dumas, Pere",Vaninka,b'2757.txt',1910
4393,Various,"Punch, or the London Charivari, Vol. 100, April 25, 1891",b'14277-8.txt',1891
9028,Donald Ferguson,The Chums of Scranton High Out for the Pennant,b'12940.txt',1919
6024,William Allan Chapple,The Fertility of the Unfit,b'16254-8.txt',1903
1231,Oliver Goldsmith,She Stoops to Conquer,b'383.txt',1833
1356,Jacob D. Green,"Narrative of the Life of J.D. Green, a Runaway Slave, from Kentucky",b'15128.txt',1839
10084,John L. Ferguson,Arkansas Governors and United States Senators,b'17433.txt',1970
3289,John Lothrop Motley,"The Life of John of Barneveld, 1609-15, Volume I.",b'4892.txt',1880
1470,Robert Leighton,The Pilots of Pomona,b'14149.txt',1843
627,Abner Stocking,"An interesting journal of Abner Stocking of Chatham, Connecticut",b'27306-8.txt',1775
2602,Charles Dudley Warner,Nine Short Essays,b'3108.txt',1868
1091,S.M. Dubnow,History of the Jews in Russia and Poland. Volume II,b'15729-8.txt',1825
6423,Elbert Hubbard,"Love, Life & Work",b'10417-8.txt',1906
7075,Winston Spencer Churchill,Liberalism and the Social Problem,b'18419-8.txt',1909
9952,Thomas Troward,The Law and the Word,b'15568-8.txt',1937
9812,Randall Parrish,The Case and The Girl,b'12357-8.txt',1922
7073,William J. Long,English Literature,b'10609-8.txt',1909
3678,E. W. Bowling,"Sagittulae, Random Verses",b'18009-8.txt',1885
1022,Honore de Balzac,Father Goriot,b'1237.txt',1819
3043,Mark Twain (Samuel Clemens),"The Prince and The Pauper, Part 9.",b'7162.txt',1876
72,Michel de Montaigne,"The Essays of Montaigne, Volume 6",b'3586.txt',1580
280,Herman Nicholas,The Practice of the Presence of God the Best Rule of a Holy Life,b'13871.txt',1666
1164,Edward Bulwer-Lytton,"Eugene Aram, Complete",b'7614-8.txt',1831
58,Raphael Holinshed,Chronicles (1 of 6): The Historie of England (7 of 8),b'16617-8.txt',1570
8235,Mabell S. C. Smith,Ethel Morton's Holidays,b'19834-8.txt',1915
3225,Various,"Scientific American, Volume 40, No. 13, March 29, 1879",b'18866-8.txt',1879
8695,Lord Dunsany,Plays of Gods and Men,b'11283-8.txt',1917
3923,James T. Lightwood,Charles Dickens and Music,b'16595-8.txt',1887
2491,Albert Bigelow Paine,"Mark Twain, A Biography, Vol. 1, Part 2, 1866-1875",b'2983.txt',1866
3639,Timothy Thomas Fortune,Black and White,b'16810-8.txt',1884
3916,Henry James,Eugene Pickering,b'2534.txt',1887
957,George Bethune English,The Grounds of Christianity Examined by Comparing The New Testament with the Old,b'15968-8.txt',1813
1596,Jacob Abbott,History of Julius Caesar,b'11688.txt',1849
7619,May Sinclair,The Three Brontës,b'11698-8.txt',1912
4929,H. Rider Haggard,Elissa,b'2855-8.txt',1896
7289,Victor G. Durham,The Submarine Boys' Lightning Cruise,b'17058.txt',1910
1645,James Fenimore Cooper,The Lake Gun,b'2328.txt',1850
2296,Various,"Atlantic Monthly, Vol. 9, No. 52, February, 1862",b'12066-8.txt',1862
2020,Herman Melville,The Confidence-Man,b'21816-8.txt',1857
26,Dante Alighieri,"The Vision of Paradise, Complete",b'8799.txt',1484
6759,Margaret Mayo,Polly of the Circus,b'859.txt',1908
2918,Jules Verne,The Mysterious Island,b'1268.txt',1874
2381,Thomas Hardy,Desperate Remedies,b'3044.txt',1864
4724,Rudyard Kipling,The Jungle Book,b'236.txt',1894
4145,Edwin Pearson,Banbury Chap Books,b'19132-8.txt',1890
2471,R.M. Ballantyne,Hunting the Lions,b'21739.txt',1865
9470,C. J. (Clarence Michael James) Dennis,A Book for Kids,b'16251.txt',1921
3746,Arthur Christopher Benson,"Memoirs of Arthur Hamilton, B. A. Of Trinity College, Cambridge",b'16438-0.txt',1886
1572,James Richardson,"Travels in Morocco, Vol. 2.",b'10356-8.txt',1848
5684,Jacob Abbott,Nero,b'27312-8.txt',1901
8920,Ministry of Education Ontario,Ontario Teachers' Manuals: Household Science in Rural Schools,b'20557-8.txt',1918
8520,Oscar Ludvig Olson,The Relation of the Hrolfs Saga Kraka and the Bjarkarimur to Beowulf,b'14878-0.txt',1916
4261,Anatole France,Thais,b'2078.txt',1891
2664,Ulysses S. Grant,"The Memoirs of General Ulysses S. Grant, Part 4.",b'5863.txt',1869
6344,Peter Rosegger,I.N.R.I.,b'17011-8.txt',1905
4894,Don Emilio Aguinaldo y Famy,True Version of the Philippine Revolution,b'12996-8.txt',1896
2721,Wilkie Collins,Man and Wife,b'1586.txt',1870
1891,Cousin Cicely,Lewie,b'15244-8.txt',1854
4811,John Rae,Life of Adam Smith,b'17196-8.txt',1895
2166,,The Poetical Works of Addison; Gay's Fables; and Somerville's Chase,b'10587-8.txt',1859
3365,Juliana Horatia Ewing,"We and the World, Part I",b'18077-8.txt',1881
8463,John Dewey,Democracy and Education,b'852.txt',1916
10076,Edgar Rice Burroughs,The Mad King,b'364.txt',1964
6809,William Howard Taft,The South and the National Government,b'19812.txt',1908
4091,Laura Elizabeth Howe Richards,Queen Hildegarde,b'16473-8.txt',1889
5344,Honore De Balzac,Lost Illusions,b'13159.txt',1899
1422,Various,"Punch, or the London Charivari, Vol. 1, October 9, 1841",b'14931-8.txt',1841
8957,Stewart Edward White,The Forty-Niners,b'12764-8.txt',1918
4073,H. Rider Haggard,Eric Brighteyes,b'2721-8.txt',1889
7785,Helene A. Guerber,The Book of the Epic,b'13983-8.txt',1913
9950,J.E. Esslemont,Baha'u'llah and the New Era,b'19241.txt',1937
9821,Samuel A. Derieux,Frank of Freedom Hill,b'25991-8.txt',1922
7983,James Oliver Curwood,Kazan,b'10084-8.txt',1914
3620,Martha Finley,Elsie at Nantucket,b'14379-8.txt',1884
4868,William Morris,Child Christopher,b'234.txt',1895
8269,Serafín y Joaquín Álvarez Quintero,Doña Clarines y Mañana de Sol,b'16109-8.txt',1915
3801,Sarah Knowles Bolton,Lives of Girls Who Became Famous,b'12081-8.txt',1886
400,Anthony Hamilton,"The Memoirs of Count Grammont, Volume 4",b'5412.txt',1713
1444,Francois Coppee,"A Romance of Youth, Complete",b'3962.txt',1842
4444,Grant Allen,Science in Arcady,b'16325-8.txt',1892
3038,Mark Twain (Samuel Clemens),"The Prince and The Pauper, Part 4.",b'7157.txt',1876
9109,Joseph A. Altsheler,The Sun Of Quebec,b'18774-8.txt',1919
5823,Lewis Worthington Smith,The Writing of the Short Story,b'27224-8.txt',1902
1920,Anonymous,Child's Book of Water Birds,b'17365.txt',1855
8099,Various,"Punch, or the London Charivari, Volume 147, August 12, 1914",b'26119-8.txt',1914
1258,John Quincy Adams,Orations,b'896.txt',1835
4698,J. L. Wortman,On The Affinities of Leptarctus primus of Leidy,b'26542-8.txt',1894
3684,Grover Cleveland,A Compilation of the Messages and Papers of the Presidents,b'15863-8.txt',1885
6690,Ellis Parker Butler,The Cheerful Smugglers,b'27317-8.txt',1908
7089,"Alexandre Dumas, Pere",Joan of Naples,b'2750.txt',1910
1676,Various,Notes & Queries 1850.01.19,b'11575-8.txt',1850
9964,Maisie Ward,Gilbert Keith Chesterton,b'18707-8.txt',1943
8956,Stephen Coleridge,Great Testimony,b'26074.txt',1918
3820,Various,Fun And Frolic,b'11374.txt',1886
9655,Arthur J. Rees,The Moon Rock,b'12509-8.txt',1922
2271,Anna Catherine Emmerich,The Dolorous Passion of Our Lord Jesus Christ,b'10866.txt',1862
5234,P. R. T. Gurdon,The Khasis,b'12786-8.txt',1898
5447,Charles Frederic Goss,The Redemption of David Corson,b'14730-8.txt',1900
7514,Caroline E. Jacobs,The S. W. F. Club,b'15562-8.txt',1912
7757,Frederick William Roe (edit. and select.),English Prose,b'12025-8.txt',1913
1333,Honore de Balzac,Gaudissart II,b'1475.txt',1839
12,Dante Alighieri,"The Vision of Hell, Part 7, Translated By The Rev. H. F. Cary,",b'8785.txt',1484
9986,Stanley Grauman Weinbaum,The Point of View,b'22895.txt',1949
3165,Rebecca Agatha Armour,Lady Rosamond's Secret,b'18145-8.txt',1878
7860,Sir Arthur Thomas Quiller-Couch,News from the Duchy,b'18577.txt',1913
1259,M. E. Braddon,Milly Darrell and Other Tales,b'17801-8.txt',1835
3186,Anonymous,The Story of Ida Pfeiffer,b'18037.txt',1879
3085,Various,"Lippincott's Magazine of Popular Literature and Science, Vol. XVII. No. 101. May, 1876.",b'13956-8.txt',1876
8704,Mary Kennedy Core,The Khaki Kook Book,b'25914.txt',1917
9416,Various,"Punch, or the London Charivari, Vol. 159, July 7th, 1920",b'16684-8.txt',1920
317,Christopher Merrett,A Short View of the Frauds and Abuses Committed by Apothecaries,b'15910-8.txt',1669
4395,Various,Scientific American Supplement No. 822,b'14989-8.txt',1891
2274,Basil Hall,The Lieutenant and Commander,b'17032-8.txt',1862
9394,Thornton W. Burgess,Bowser The Hound,b'15168.txt',1920
2649,Mark Twain (Samuel Clemens),"The Innocents Abroad, Part 4 of 6",b'5691.txt',1869
7190,Herbert Strang,In Clive's Command,b'16382.txt',1910
2285,Harry Castlemon,"Frank, the Young Naturalist",b'12405.txt',1862
1857,William Makepeace Thackeray,Vanity Fair,b'599.txt',1852
2682,Fa-Hsien,Record of Buddhistic Kingdoms,b'2124.txt',1870
3598,Francis Parkman,"France and England in North America, Part VI: Montcalm and Wolfe",b'14517-8.txt',1884
5454,Edward Channing,A Short History of the United States,b'12423-8.txt',1900
781,Frederich Schiller,The Death of Wallenstein,b'6787.txt',1798
5608,A.E.W. Mason,Clementina,b'13567-8.txt',1901
1844,Various,"Chambers's Edinburgh Journal, No. 440",b'18999-8.txt',1852
3409,John Lord,"Beacon Lights of History, Volume II",b'10478-8.txt',1882
8130,C. Helene Barker,"Wanted, a Young Woman to Do Housework",b'14117-8.txt',1915
7721,Cornelius Weygandt,Irish Plays and Playwrights,b'19028-8.txt',1913
2356,Abraham Lincoln,"The Papers And Writings Of Abraham Lincoln, Complete",b'3253.txt',1864
3512,Various,"The Mirror of Literature, Amusement, and Instruction, Vol. 12,",b'10475-8.txt',1883
9234,Anton Chekhov,The Darling and Other Stories,b'13416-8.txt',1920
3721,Various,"Scientific American Supplement, Vol. XIX, No. 470, Jan. 3, 1885",b'14041-8.txt',1885
8131,C. N. Williamson and A. M. Williamson,Secret History Revealed By Lady Peggy O'Malley,b'19304-8.txt',1915
858,Hannah Webster Foster,The Coquette,b'12431-8.txt',1802
4780,Gilbert Parker,"When Valmond Came to Pontiac, Complete",b'6205.txt',1895
7617,Matthew A. Henson,A Negro Explorer at the North Pole,b'20923-8.txt',1912
4162,Grant Allen,The Great Taboo,b'13876-8.txt',1890
8454,James Marchant,"Alfred Russel Wallace: Letters and Reminiscences, Vol. 1 (of 2)",b'15997-8.txt',1916
7816,John Taintor Foote,Blister Jones,b'19041-8.txt',1913
1145,Honore de Balzac,Ursula,b'1223.txt',1830
9862,Shoghi Effendi,Letters from the Guardian to Australia and New Zealand,b'19274-0.txt',1923
1843,Various,"Chambers's Edinburgh Journal, No. 437",b'18898-8.txt',1852
4933,Harlan Page Halsey,A Successful Shadow,b'26175-8.txt',1896
8023,Meredith Nicholson,A Hoosier Chronicle,b'15138-8.txt',1914
7118,Clara E. Laughlin,Everybody's Lonesome,b'17507.txt',1910
5179,Garrett Putman Serviss,Edison's Conquest of Mars,b'19141.txt',1898
6435,Gelett Burgess,Are You A Bromide?,b'10870-8.txt',1906
4334,The Butterick Publishing Co.,The Art of Modern Lace Making,b'22325-8.txt',1891
3117,Sophie May,Little Prudy's Dotty Dimple,b'16390.txt',1877
7144,Eleanor Hallowell Abbott,Molly Make-Believe,b'18665-8.txt',1910
9691,Edgar A. Guest,Making the House a Home,b'10393.txt',1922
974,Samuel Rogers,Poems,b'13586-8.txt',1814
9046,Ethel M. Dell,The Lamp in the Desert,b'13763-8.txt',1919
1821,Paul Bourget,"Cosmopolis, Complete",b'3967.txt',1852
2038,Alexander von Humboldt,"COSMOS: A Sketch of the Physical Description of the Universe, Vol. 1",b'14565-8.txt',1858
1084,R.M. Ballantyne,Shifting Winds,b'21702.txt',1825
7277,Various,"Transactions of the American Society of Civil Engineers, Vol. LXX, Dec. 1910",b'18785.txt',1910
9230,Anton Chekhov,The Chorus Girl and Other Stories,b'13418-8.txt',1920
2749,John Burroughs,Bird Stories from Burroughs,b'26046-0.txt',1871
6130,Forbes Robinson,Letters to His Friends,b'20560-8.txt',1904
6374,William Shuler Harris,Life in a Thousand Worlds,b'14770.txt',1905
5205,James Allan,Under the Dragon Flag,b'16407-8.txt',1898
7126,E. B. Temple,"Transactions of the American Society of Civil Engineers, Vol. LXVIII, Sept. 1910",b'18012-8.txt',1910
4863,Various,The Shield,b'19453-8.txt',1895
4010,Lawrence L. Lynch,"Madeline Payne, the Detective's Daughter",b'26482-8.txt',1888
4346,Various,"Punch, Or The London Charivari, VOL. 100. Feb. 28, 1891",b'13098-8.txt',1891
6743,Jordanes,The Origin and Deeds of the Goths,b'14809-8.txt',1908
4320,Martha Finley,Elsie's Vacation and After Events,b'18058-8.txt',1891
9528,Ina Ten Eyck Firkins,Henrik Ibsen,b'17719-8.txt',1921
1516,Anonymous,"An Expository Outline of the ""Vestiges of the Natural History of Creation""",b'18521-8.txt',1845
6714,Gordon Home,What to See in England,b'11642-8.txt',1908
2480,Sophie May,Fairy Book,b'27321-8.txt',1865
5369,M. Jacson,The Record of a Regiment of the Line,b'15972-8.txt',1899
1074,Thomas Clarkson,Thoughts On The Necessity Of Improving The Condition Of The Slaves,b'10386-8.txt',1823
5420,Anonymous,Oriental Literature,b'10121-8.txt',1900
5431,Arthur Sherburne Hardy,Songs of Two,b'9465.txt',1900
5652,Frances Hodgson Burnett,Emily Fox-Seton,b'17226-8.txt',1901
1852,W. Blanchard Jerrold,How to See the British Museum in Four Visits,b'13755-8.txt',1852
7523,E. F. Benson,Michael,b'2072.txt',1912
4878,Benito Pérez Galdós,Doña Perfecta,b'15725-8.txt',1896
4690,George Bernard Shaw,A Treatise on Parents and Children,b'908.txt',1894
2263,Various,"Atlantic Monthly, Vol. 8, No. 50, December, 1861",b'11524-8.txt',1861
7133,Edith Wharton,"The Early Short Fiction of Edith Wharton,  Part 2 (of 10)",b'306.txt',1910
4945,James Lowell,The Complete Poetical Works of James Russell Lowell,b'13310-8.txt',1896
307,Samuel Pepys,"Diary of Samuel Pepys, January 1667/68",b'4185.txt',1668
2355,Abraham Lincoln,"The Papers And Writings Of Abraham Lincoln, Volume One",b'2653.txt',1864
2314,BahÃ¡âuâllÃ¡h,Gems of Divine Mysteries,b'16939-0.txt',1863
7315,Captain Quincy Allen,The Outdoor Chums on the Gulf,b'14130.txt',1911
2327,J. Randall,Handbook to the Severn Valley Railway,b'17612.txt',1863
6280,George Little,"A History of Lumsden's Battery, C.S.A.",b'26455-8.txt',1905
147,Miguel de Cervantes Saavedra,"The History of Don Quixote, Vol. II., Part 29",b'5932.txt',1615
7330,Edward S. Ellis,The Lost Trail,b'11151.txt',1911
1127,Sir Walter Scott,"Rob Roy, Complete, Illustrated",b'7025.txt',1829
329,Pierre Besnier,A Philosophicall Essay for the Reunion of the Languages,b'15649-8.txt',1675
2340,Various,"Atlantic Monthly, Vol. 11, No. 65, March, 1863",b'12593-8.txt',1863
165,,,b'7.txt',1616
7211,James Whitcomb Riley,Riley Songs of Home,b'16265-8.txt',1910
5108,Various,"The Great Round World and What Is Going On In It, Vol. 1, No. 33, June 24, 1897",b'15740-8.txt',1897
1635,Edward Livermore,"Phebe, The Blackberry Girl",b'11147.txt',1850
2852,Mariano Azuela,The Underdogs,b'549.txt',1873
1407,Solomon Northup,Twelve Years a Slave,b'45631-8.txt',1841
8763,Various,"Punch, or the London Charivari, Vol. 153, August 1, 1917.",b'12043-8.txt',1917
9289,Frances Trego Montgomery,Billy Whiskers' Adventures,b'18990.txt',1920
5493,Handley C. G. Moule,Philippian Studies,b'25221-8.txt',1900
2621,Sophie May,Dotty Dimple at Play,b'10320.txt',1868
5274,Archibald Sayce,Early Israel and the Surrounding Nations,b'12976-8.txt',1899
8074,Various,"The German Classics of The Nineteenth and Twentieth Centuries, Vol. VIII",b'12573-8.txt',1914
4833,R. D. Blackmore,Crocker's Hole,b'22318-8.txt',1895
6227,A. B. Paterson,The Old Bush Songs,b'10493-0.txt',1905
7753,Francis Clement Kelley,The City and the World and Other Stories,b'15444-8.txt',1913
9047,Ethel M. Dell,"The Safety Curtain, and Other Stories",b'16651-8.txt',1919
5417,Anna Katharine Green,The Circular Study,b'18761-8.txt',1900
6023,W.W. Denslow,Denslow's Three Bears,b'19772.txt',1903
8534,Roy Chapman Andrews and Yvette Borup Andrews,Camps and Trails in China,b'12296-8.txt',1916
3849,Various,"The Wit and Humor of America, Volume VII. (of X.)",b'19325-8.txt',1886
7754,Francis Fisher Browne,The Every-day Life of Abraham Lincoln,b'14004-8.txt',1913
4232,Various,"Punch, Or The London Charivari, Vol. 99., Nov. 22, 1890",b'12737-8.txt',1890
461,Jacques Casanova de Seingalt,Adventures In The South: Milan,b'2970.txt',1725
5278,Aubrey Stewart & George Long,"Plutarch's Lives, Volume II",b'14114-0.txt',1899
891,Francis Huber,New observations on the natural history of bees,b'26457-8.txt',1806
9496,Eleanor Farjeon,Martin Pippin in the Apple Orchard,b'2032.txt',1921
537,Antoine Simon Maillard,"An Account Of The Customs And Manners Of The Micmakis And Maricheets Savage Nations, Now Dependent On The Government Of Cape-Breton",b'15567-8.txt',1751
5461,Ellen Glasgow,The Voice of the People,b'16505-8.txt',1900
5457,Edward Stratemeyer,The Campaign of the Jungle,b'31317-8.txt',1900
4936,Harry de Windt,From Paris to New York by Land,b'26007-0.txt',1896
11,Dante Alighieri,"The Vision of Hell, Part 6, Translated By The Rev. H. F. Cary,",b'8784.txt',1484
5563,Samuel Butler,The Way of All Flesh,b'2084.txt',1900
7264,Richard Harding Davis,Once Upon A Time,b'16908-8.txt',1910
8680,James Weldon Johnson,Fifty years & Other Poems,b'17884-8.txt',1917
9009,Belle Kanaris Maniates,Penny of Top Hill Trail,b'27150-8.txt',1919
3854,Various,Stories by English Authors: Orient,b'2035.txt',1886
1781,Unknown,The Illustrated Alphabet of Birds,b'11073.txt',1851
1698,Various,"Notes and Queries, Number 48, Saturday, September 28, 1850",b'13463-8.txt',1850
1820,Nathaniel Hawthorne,The Blithedale Romance,b'2081.txt',1852
3940,R.M. Ballantyne,Life in the Red Brigade,b'21695.txt',1887
6264,Don Carlos Janes,A Trip Abroad,b'12679-8.txt',1905
392,Thomas Baker,The Fine Lady's Airs (1709),b'14467-8.txt',1709
876,Lewis Goldsmith,"Memoirs of the Court of St. Cloud, Volume 6",b'3897.txt',1805
9459,Anton Pavlovich Chekhov,Note-Book of Anton Chekhov,b'12494-8.txt',1921
888,Charles James Lever (1806-1872),"The Confessions of Harry Lorrequer, Complete",b'5240.txt',1806
7763,G.K. Chesterton,The Trees of Pride,b'1721.txt',1913
7553,G. Lytton Strachey,Landmarks in French Literature,b'12670-8.txt',1912
4265,Anthony Hope,Father Stafford,b'14755-0.txt',1891
6650,William Murray Graydon,Canoe Boys and Campfires,b'21888-8.txt',1907
8239,Mary Frances Blaisdell,Bunny Rabbit's Diary,b'16982.txt',1915
3875,William Dean Howells,American Literary Centers,b'3382.txt',1886
5599,William Morris,The Hollow Land,b'15948.txt',1900
1476,Various,"Blackwood's Edinburgh Magazine, Vol. 53, No. 331, May, 1843",b'12263-8.txt',1843
5926,George Horace Lorimer,Old Gorgon Graham,b'12106-8.txt',1903
6077,Winston Churchill,"The Crisis, Complete",b'5396.txt',1903
9241,Arthur Quiller-Couch,On The Art of Reading,b'16579-8.txt',1920
5616,Anonymous,Denslow's Mother Goose,b'18546.txt',1901
3783,John Fiske,The Destiny of Man,b'17239-8.txt',1886
2214,Various,"Atlantic Monthly, Vol. VI.,October, 1860.--No. XXXVI.",b'10854-8.txt',1860
197,Pedro Calderon de la Barca,Life Is A Dream,b'2587.txt',1635
2450,Charles Dickens,Doctor Marigold,b'1415.txt',1865
9644,Alice B. Van Doren,Lighted to Lighten: The Hope of India,b'12062.txt',1922
8735,Theodor Herzl,The Jewish State,b'25282-8.txt',1917
994,,,b'keats-ode-495.txt',1816
3110,Mary Jane Holmes,The English Orphans,b'13878-8.txt',1877
8555,Various,The Dog's Book of Verse,b'19226-8.txt',1916
634,James Boswell,Life of Johnson,b'1564.txt',1776
3819,Various,Old Ballads,b'11236-8.txt',1886
497,Lewis Theobald,Preface to the Works of Shakespeare (1734),b'16346-0.txt',1734
1865,Francis A. Durivage,"The Three Brides, Love in a Cottage, and Other Tales",b'17669-8.txt',1853
2795,Henry Irving,The Drama,b'13483-8.txt',1872
6100,Beatrix Potter,The Tale Of Benjamin Bunny,b'14407.txt',1904
6918,John L. Huelshof,Reading Made Easy for Foreigners - Third Reader,b'15747.txt',1909
5263,William Windsor,How to Become Rich,b'21646-8.txt',1898
2898,Charles Kingsley,Health and Education,b'17437.txt',1874
9700,Elizabeth Bibesco,Balloons,b'15156-8.txt',1922
8990,A. Clutton-Brock,Essays on Art,b'16178-8.txt',1919
4123,William Dean Howells,A Hazard Of New Fortunes,b'4600.txt',1889
10069,Harry Harrison,Planet of the Damned,b'21873-8.txt',1962
7222,John S. Vaughan,The Purpose of the Papacy,b'16242-8.txt',1910
9559,"Lord Dunsany [Dunsany, Edward John Moreton Drax Plunkett, Baron]",If,b'1311.txt',1921
9336,Julia M. Sloane,The Smiling Hill-Top,b'17901-8.txt',1920
2949,Ernest Spon,Water Supply: the Present Practice of Sinking and Boring Wells,b'45703-8.txt',1875
9717,Fabian Franklin,What Prohibition Has Done to America,b'17417.txt',1922
5960,Joseph Conrad and F.M. Hueffer,Romance,b'17642-8.txt',1903
572,Matthew Turner,"An Account of the Extraordinary Medicinal Fluid, called Aether.",b'12522.txt',1761
8428,Hartley Withers,International Finance,b'11774-8.txt',1916
3037,Mark Twain (Samuel Clemens),"The Prince and The Pauper, Part 3.",b'7156.txt',1876
1408,Thaddeus Mason Harris,Biographical Memorials of James Oglethorpe,b'10677-8.txt',1841
770,Georges Louis Leclerc de Buffon,"Buffon's Natural History, Volume II (of 10)",b'45602-8.txt',1797
2882,W. D. Howells,A Chance Acquaintance,b'18555-8.txt',1873
63,Raphael Holinshed,"Chronicles of England, Scotland and Ireland (2 of 6): England (4 of 12)",b'16760-0.txt',1577
8343,'Abdu'l-Bahá,The Will And Testament of 'Abdu'l-Bahá,b'19299-8.txt',1916
